G,Years,Days,Age,Team,Home,Win,Diff,Game Started,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,Total RB,AST,STL,BLK,TOV,PF,PTS,GmSc
70,35,36,35.09856263,CHI,0,1,15,1,38,8,21,1,3,0,1,2,5,7,8,5,0,0,2,17,17.8
71,35,38,35.10403833,CHI,0,1,15,1,43,13,26,0,0,8,12,1,4,5,4,0,1,2,3,34,21.6
72,35,40,35.10951403,CHI,0,1,17,1,35,13,24,0,1,4,5,1,1,2,0,2,0,0,3,30,19.8
73,35,42,35.11498973,CHI,1,1,5,1,47,11,26,0,2,4,4,1,2,3,8,4,2,4,5,26,18.5
74,35,45,35.12320329,CHI,1,1,14,1,38,16,25,2,6,7,8,3,3,6,4,1,0,0,1,41,35.9
75,35,47,35.12867899,CHI,0,1,15,1,37,18,31,0,0,4,4,2,2,4,3,3,0,2,3,40,29.4
76,35,49,35.13415469,CHI,1,1,18,1,33,11,21,1,2,7,8,1,3,4,3,1,1,2,0,30,22.7
77,35,51,35.13963039,CHI,0,0,-6,1,37,10,24,0,2,9,12,0,6,6,4,0,0,4,3,29,14.4
78,35,53,35.14510609,CHI,1,1,9,1,35,15,25,3,5,4,10,1,3,4,2,4,0,0,2,37,29.3
79,35,55,35.15058179,CHI,1,0,-9,1,41,7,19,1,1,12,14,0,4,4,3,3,0,4,0,27,18
80,35,57,35.15605749,CHI,0,0,-8,1,43,7,25,0,3,5,10,4,2,6,4,1,0,2,4,19,5.9
81,35,59,35.1615332,CHI,0,1,7,1,39,9,19,0,2,6,8,1,5,6,2,5,0,4,5,24,16.1
82,35,60,35.16427105,CHI,1,1,2,1,40,11,24,0,0,22,24,0,3,3,3,1,0,1,1,44,33.4
1,38,255,38.69815195,WAS,0,0,-2,1,37,7,21,0,3,5,6,3,2,5,6,4,0,3,3,19,13.4
2,38,257,38.70362765,WAS,0,1,10,1,40,13,30,0,3,5,6,0,6,6,6,2,0,1,2,31,21
3,38,259,38.70910335,WAS,1,1,14,1,38,7,21,0,0,6,9,2,4,6,9,2,1,2,1,20,16.1
4,38,260,38.7118412,WAS,0,0,-22,1,22,8,18,0,0,3,3,0,8,8,2,1,0,1,1,19,13
5,38,263,38.72005476,WAS,0,0,-9,1,41,12,26,0,1,8,10,2,6,8,2,2,0,5,2,32,18.6
6,38,265,38.72553046,WAS,1,0,-9,1,38,13,30,0,1,6,8,0,3,3,3,3,0,3,3,32,17.2
7,38,267,38.73100616,WAS,1,0,-15,1,39,5,26,0,1,6,6,3,9,12,4,1,2,1,4,16,7.2
8,38,270,38.73921971,WAS,1,0,-9,1,41,12,24,0,1,7,8,1,3,4,3,2,1,3,3,31,20.8
9,38,272,38.74469541,WAS,1,0,-9,1,41,17,33,1,2,9,11,3,4,7,3,1,0,0,0,44,33.3
10,38,276,38.75564682,WAS,1,0,-7,1,41,13,23,1,2,3,4,0,4,4,6,2,0,5,4,30,19.5
11,38,278,38.76112252,WAS,0,0,-7,1,40,8,26,0,1,5,5,0,5,5,6,2,1,3,1,21,11
12,38,280,38.76659822,WAS,1,1,4,1,45,7,24,0,1,3,3,1,10,11,6,1,0,2,3,17,8.7
13,38,283,38.77481177,WAS,0,0,-19,1,31,9,24,0,0,0,0,1,3,4,5,1,0,0,2,18,10.1
14,38,284,38.77754962,WAS,0,1,7,1,38,11,27,0,1,8,10,0,6,6,7,5,1,1,2,30,25.3
15,38,286,38.78302533,WAS,0,1,9,1,38,10,20,0,1,2,3,1,6,7,5,0,0,2,2,22,14.8
16,38,287,38.78576318,WAS,1,0,-9,1,33,6,19,0,0,3,3,0,7,7,7,0,2,2,4,15,8.9
17,38,292,38.79945243,WAS,0,1,3,1,33,9,23,0,0,0,0,0,6,6,7,0,0,4,2,18,7.4
18,38,294,38.80492813,WAS,0,1,7,1,35,7,21,0,1,7,9,2,10,12,4,4,0,1,3,21,17.3
19,38,297,38.81314168,WAS,0,1,10,1,31,8,19,0,1,0,0,0,6,6,9,0,0,0,2,16,13.2
20,38,298,38.81587953,WAS,1,1,2,1,34,9,23,0,1,7,11,0,6,6,7,1,1,1,0,25,18.3
21,38,300,38.82135524,WAS,1,1,16,1,34,8,19,0,1,3,3,0,6,6,6,1,2,5,4,19,10.7
22,38,302,38.82683094,WAS,0,1,5,1,36,8,21,0,0,5,6,2,2,4,3,3,0,4,3,21,11
23,38,305,38.83504449,WAS,1,1,27,1,27,11,19,0,1,1,1,1,3,4,6,1,1,2,2,23,18.8
24,38,307,38.84052019,WAS,0,1,18,1,34,3,16,0,0,6,6,3,3,6,8,1,0,3,1,12,8.2
25,38,308,38.84325804,WAS,0,1,1,1,36,11,22,0,0,4,7,0,1,1,3,1,0,4,2,26,12.4
26,38,312,38.85420945,WAS,0,0,-6,1,35,11,28,1,2,5,6,1,3,4,7,1,0,3,4,28,15.3
27,38,313,38.8569473,WAS,0,0,-27,1,25,2,10,1,2,1,2,2,2,4,4,0,0,4,1,6,-0.2
28,38,315,38.862423,WAS,1,1,17,1,38,21,38,0,2,9,10,2,5,7,4,3,0,4,3,51,35.9
29,38,317,38.8678987,WAS,1,1,22,1,39,16,32,1,3,12,13,0,10,10,7,3,0,3,2,45,35.7
30,38,321,38.8788501,WAS,1,1,6,1,38,9,24,0,2,11,13,0,7,7,3,2,2,5,4,29,16
31,38,325,38.88980151,WAS,1,1,8,1,42,9,24,0,0,0,1,2,8,10,8,1,0,4,1,18,10.4
32,38,328,38.89801506,WAS,0,0,-19,1,33,10,24,0,0,2,4,0,3,3,3,1,0,6,2,22,5.6
33,38,329,38.90075291,WAS,1,0,-8,1,40,14,30,0,0,7,7,0,6,6,4,1,1,5,2,35,20.1
34,38,332,38.90896646,WAS,1,0,-5,1,40,5,21,0,0,10,16,0,1,1,4,0,1,4,0,20,4.7
35,38,333,38.91170431,WAS,0,0,-44,1,18,4,14,0,0,2,2,0,2,2,1,1,1,1,1,10,3.4
36,38,336,38.91991786,WAS,0,1,8,1,41,7,21,0,2,2,6,0,12,12,4,2,2,9,4,16,1.7
37,38,338,38.92539357,WAS,0,0,-4,1,39,12,34,1,4,4,5,4,10,14,3,0,0,1,1,29,16.1
38,38,339,38.92813142,WAS,1,0,-7,1,42,14,27,1,2,1,1,2,6,8,6,2,1,5,4,30,20.2
39,38,341,38.93360712,WAS,1,1,9,1,40,18,29,0,0,4,7,1,7,8,2,2,0,0,2,40,31.1
40,38,343,38.93908282,WAS,1,1,10,1,40,17,30,0,0,7,9,2,2,4,7,2,0,2,2,41,32.1
41,38,346,38.94729637,WAS,1,0,-3,1,42,13,30,0,0,6,8,0,5,5,7,2,0,3,0,32,20.8
42,38,348,38.95277207,WAS,0,1,1,1,40,11,27,0,1,4,4,1,4,5,8,1,0,4,0,26,16
43,38,349,38.95550992,WAS,1,1,7,1,38,10,24,0,1,8,10,0,4,4,8,2,2,1,2,28,22.8
44,38,351,38.96098563,WAS,1,1,20,1,41,11,19,1,1,0,0,1,4,5,6,0,0,0,2,23,19.4
45,38,353,38.96646133,WAS,1,1,5,1,40,10,21,0,1,3,4,1,6,7,5,0,0,2,3,23,14.7
46,38,355,38.97193703,WAS,1,1,7,1,41,12,30,0,1,1,1,2,4,6,9,1,0,1,2,25,16.9
47,38,360,38.98562628,WAS,0,0,-9,1,41,8,20,0,0,6,8,0,5,5,6,2,1,4,1,22,14.4
48,38,362,38.99110198,WAS,0,0,-16,1,33,6,18,0,0,4,6,0,1,1,4,1,0,3,0,16,6.1
49,38,363,38.99383984,WAS,0,1,1,1,37,7,19,0,0,8,9,0,6,6,4,2,2,5,2,22,13.3
50,39,1,39.00273785,WAS,1,0,-13,1,36,5,12,0,1,1,2,1,5,6,11,0,0,2,2,11,11.3
51,39,4,39.0109514,WAS,1,0,-11,1,37,7,17,0,1,2,2,0,5,5,6,3,0,4,2,16,10.8
52,39,6,39.0164271,WAS,1,0,-2,1,37,13,25,1,1,10,12,1,4,5,7,0,0,4,3,37,25.5
53,39,7,39.01916496,WAS,0,0,-12,1,30,4,13,1,2,0,1,0,5,5,6,3,0,6,2,9,3
54,39,31,39.08487337,WAS,0,1,32,0,16,2,9,0,0,3,3,0,1,1,2,2,0,2,0,7,3.2
55,39,32,39.08761123,WAS,0,0,-15,0,22,4,12,0,0,3,4,0,4,4,4,1,0,1,0,11,7.8
56,39,35,39.09582478,WAS,0,0,-1,0,22,6,17,0,0,2,2,0,3,3,2,2,0,3,4,14,4.2
57,39,37,39.10130048,WAS,1,1,16,0,20,4,9,0,1,1,3,1,2,3,6,0,0,1,2,9,7.2
58,39,40,39.10951403,WAS,1,1,9,0,26,12,22,0,0,10,12,0,3,3,1,0,0,0,1,34,23.8
59,39,42,39.11498973,WAS,1,0,-7,0,28,4,14,0,0,2,2,1,2,3,5,1,1,2,1,10,5.9
60,39,44,39.12046543,WAS,1,0,-20,0,12,1,5,0,0,0,0,0,3,3,3,0,0,0,1,2,1.5
1,39,255,39.69815195,WAS,0,0,-6,0,25,4,14,0,0,0,2,0,3,3,1,3,0,2,3,8,0.4
2,39,256,39.7008898,WAS,1,1,45,0,21,8,15,0,0,5,5,0,4,4,5,2,1,0,1,21,20.7
3,39,258,39.7063655,WAS,1,0,-8,0,27,7,16,1,2,6,8,0,2,2,2,2,0,0,2,21,15
4,39,261,39.71457906,WAS,0,0,-4,0,29,5,14,0,0,0,0,0,2,2,1,1,0,1,2,10,2.7
5,39,262,39.71731691,WAS,1,1,7,0,24,2,6,0,1,2,3,1,2,3,4,3,0,1,3,6,7.1
6,39,264,39.72279261,WAS,1,1,1,0,30,9,14,0,0,7,12,0,3,3,3,2,0,2,4,25,18.2
7,39,265,39.72553046,WAS,0,1,14,0,31,5,11,0,1,2,2,2,6,8,6,0,2,0,3,12,13.9
8,39,268,39.73374401,WAS,1,0,-6,0,31,13,22,0,0,1,2,1,5,6,4,1,1,4,1,27,18.7
9,39,270,39.73921971,WAS,1,1,3,0,34,7,17,0,1,5,5,0,6,6,1,1,0,3,4,19,8.8
10,39,272,39.74469541,WAS,1,1,30,0,19,4,5,0,0,0,0,0,5,5,2,2,0,1,3,8,8.8
11,39,273,39.74743326,WAS,0,0,-16,0,28,9,16,1,2,0,0,0,2,2,3,1,0,5,1,19,9.7
12,39,278,39.76112252,WAS,0,0,-7,0,30,4,15,0,0,0,0,0,2,2,1,0,0,1,2,8,-1.4
13,39,279,39.76386037,WAS,0,0,-11,0,32,9,18,0,0,2,2,2,4,6,5,2,0,3,1,20,15.7
14,39,282,39.77207392,WAS,1,0,-4,0,34,10,21,3,3,5,8,0,1,1,2,3,0,1,2,28,19
15,39,285,39.78028747,WAS,0,0,-16,0,30,6,15,0,1,2,2,0,4,4,1,1,0,1,2,14,7
16,39,286,39.78302533,WAS,1,0,-1,1,37,8,20,0,2,0,0,1,3,4,2,0,1,2,3,16,5.7
17,39,289,39.79123888,WAS,1,1,25,1,30,9,20,0,0,7,8,0,7,7,4,0,0,1,1,25,17.7
18,39,290,39.79397673,WAS,0,1,5,1,39,5,14,0,0,11,16,2,7,9,4,6,2,3,2,21,21.1
19,39,292,39.79945243,WAS,0,0,-10,1,39,7,21,0,0,2,2,1,5,6,0,0,0,3,3,16,2.1
20,39,293,39.80219028,WAS,1,1,3,1,37,9,18,0,1,2,4,0,9,9,2,3,0,2,3,20,14.1
21,39,296,39.81040383,WAS,1,0,-19,1,29,6,10,0,0,2,2,2,3,5,1,1,1,1,0,14,13.1
22,39,299,39.81861739,WAS,0,0,-14,1,40,5,20,0,0,2,2,0,5,5,4,2,0,4,2,12,1.5
23,39,301,39.82409309,WAS,0,1,13,1,40,1,9,0,0,0,0,2,6,8,9,2,1,0,2,2,7.5
24,39,303,39.82956879,WAS,0,1,10,1,38,12,18,0,0,6,6,0,3,3,2,0,0,1,3,30,22.3
25,39,304,39.83230664,WAS,1,1,18,1,35,14,23,2,3,3,3,0,5,5,2,3,0,3,0,33,25.4
26,39,307,39.84052019,WAS,0,0,-11,1,41,8,20,0,0,0,0,0,5,5,3,0,1,2,1,16,7.1
27,39,309,39.84599589,WAS,0,0,-6,1,36,5,15,1,1,2,2,0,7,7,8,0,2,3,3,13,9.4
28,39,312,39.85420945,WAS,1,0,-5,1,41,7,17,0,1,3,4,1,3,4,1,0,2,4,4,17,5.6
29,39,314,39.85968515,WAS,1,1,8,1,35,4,10,0,1,2,2,1,3,4,5,1,1,0,2,10,10.6
30,39,316,39.86516085,WAS,0,0,-17,1,39,8,17,0,0,5,5,0,8,8,9,3,0,4,4,21,18.4
31,39,317,39.8678987,WAS,1,1,2,1,35,7,15,1,1,2,2,1,6,7,3,1,0,2,1,17,12.5
32,39,319,39.8733744,WAS,0,1,25,1,30,4,11,0,2,2,2,1,4,5,5,2,0,3,1,10,7.9
33,39,321,39.8788501,WAS,1,1,3,1,53,14,26,3,4,10,12,3,9,12,4,3,0,2,2,41,35.4
34,39,323,39.8843258,WAS,0,1,5,1,40,7,18,0,2,5,5,0,11,11,7,4,0,4,2,19,16.6
35,39,325,39.88980151,WAS,1,1,3,1,33,5,13,0,0,4,5,0,10,10,7,1,0,2,4,14,11.8
36,39,327,39.89527721,WAS,1,0,-5,1,41,7,17,0,0,0,0,0,2,2,5,0,1,0,1,14,9.3
37,39,328,39.89801506,WAS,0,1,5,1,41,8,25,0,0,7,9,5,5,10,3,1,0,2,2,23,13.2
38,39,331,39.90622861,WAS,1,0,-9,1,41,8,23,0,0,6,6,2,3,5,4,3,2,2,1,22,16.2
39,39,333,39.91170431,WAS,1,1,15,1,39,12,25,0,1,8,10,1,5,6,8,2,0,1,3,32,26.1
40,39,335,39.91718001,WAS,1,0,-8,1,42,10,25,0,3,5,6,2,6,8,7,5,1,2,4,25,21.3
41,39,337,39.92265572,WAS,1,1,15,1,42,11,22,0,2,3,4,1,4,5,6,1,1,3,3,25,17.2
42,39,339,39.92813142,WAS,0,0,-9,1,38,9,21,0,0,0,0,0,4,4,3,3,0,2,1,18,10.8
43,39,341,39.93360712,WAS,0,0,-7,1,39,4,14,0,0,3,4,2,3,5,3,1,1,1,2,11,6.7
44,39,342,39.93634497,WAS,1,0,-8,1,41,8,18,0,1,1,2,0,8,8,5,2,1,4,0,17,11.8
45,39,344,39.94182067,WAS,1,1,5,1,38,9,14,0,0,1,2,0,7,7,1,2,0,5,1,19,11.8
46,39,346,39.94729637,WAS,0,0,-8,1,37,4,16,0,0,0,0,0,5,5,5,0,0,3,2,8,-0.4
47,39,347,39.95003422,WAS,0,0,-7,1,39,11,24,0,1,2,3,2,2,4,4,1,0,2,1,24,14.6
48,39,349,39.95550992,WAS,1,1,5,1,44,18,33,0,0,9,10,1,2,3,6,1,1,2,5,45,31.9
49,39,352,39.96372348,WAS,1,1,9,1,43,13,26,0,0,1,1,0,4,4,8,4,1,2,3,27,22.3
50,39,359,39.98288843,WAS,0,0,-19,1,31,5,19,0,0,2,2,2,5,7,2,0,0,1,0,12,4
51,39,360,39.98562628,WAS,0,1,4,1,39,8,24,0,0,7,9,2,4,6,12,2,1,2,6,23,17.9
52,39,362,39.99110198,WAS,0,0,-32,1,29,3,12,0,0,5,5,1,1,2,3,0,0,2,0,11,4.9
53,40,2,40.0054757,WAS,0,0,-12,1,39,8,23,0,0,4,6,3,3,6,2,0,2,3,0,20,9.1
54,40,4,40.0109514,WAS,1,1,3,1,43,18,30,0,0,7,8,0,10,10,3,4,1,1,2,43,36.8
55,40,6,40.0164271,WAS,1,0,-5,1,52,14,26,0,0,2,2,2,7,9,3,2,1,6,3,30,18.5
56,40,8,40.02190281,WAS,0,1,5,1,41,11,25,0,0,3,4,0,6,6,3,1,0,1,2,25,14.6
57,40,10,40.02737851,WAS,1,1,2,1,50,15,26,0,0,5,7,0,11,11,6,0,0,3,3,35,25.3
58,40,12,40.03285421,WAS,1,1,8,1,43,7,18,0,2,3,4,0,8,8,8,0,0,2,2,17,12
59,40,13,40.03559206,WAS,0,0,-10,1,39,9,27,0,1,3,3,1,7,8,2,1,3,0,2,21,12.2
60,40,15,40.04106776,WAS,1,0,-3,1,15,2,5,0,0,0,0,1,2,3,2,0,0,3,1,4,0.6
61,40,16,40.04380561,WAS,1,1,19,1,24,4,14,0,0,2,2,3,6,9,0,0,0,1,2,10,3.9
62,40,18,40.04928131,WAS,1,0,-3,1,43,11,24,0,1,5,6,0,9,9,3,2,0,1,2,27,19.2
63,40,20,40.05475702,WAS,0,0,-1,1,43,13,22,0,0,13,15,1,7,8,1,1,0,3,3,39,28.3
64,40,22,40.06023272,WAS,1,1,1,1,40,10,18,0,0,3,3,0,4,4,2,2,0,9,4,23,8.4
65,40,25,40.06844627,WAS,0,0,-10,1,40,6,18,0,0,3,4,1,4,5,4,2,1,0,2,15,11
66,40,26,40.07118412,WAS,1,1,7,1,39,9,18,0,1,1,1,2,6,8,1,2,2,3,3,19,13.1
67,40,29,40.07939767,WAS,1,0,-4,1,50,10,25,0,1,3,4,1,10,11,3,0,0,2,2,23,12.1
68,40,32,40.08761123,WAS,0,0,-26,1,36,4,12,0,1,6,6,2,3,5,2,1,1,2,0,14,10.6
69,40,34,40.09308693,WAS,0,0,-6,1,42,11,23,1,1,1,1,0,5,5,4,2,0,3,2,24,14.8
70,40,36,40.09856263,WAS,0,1,4,1,41,11,19,0,0,3,4,0,5,5,7,2,0,1,4,25,21.5
71,40,37,40.10130048,WAS,0,1,6,1,44,12,22,0,0,2,3,1,9,10,4,2,1,4,3,26,18.7
72,40,39,40.10677618,WAS,0,0,-14,1,41,10,20,0,0,3,4,0,0,0,4,1,0,1,1,23,15
73,40,41,40.11225188,WAS,0,0,-16,1,37,9,23,0,1,1,2,1,4,5,2,1,0,5,1,19,5
74,40,44,40.12046543,WAS,1,0,-6,1,42,8,17,0,0,1,2,0,1,1,4,0,0,1,2,17,9.2
75,40,45,40.12320329,WAS,0,0,-2,1,43,10,23,0,1,2,2,1,13,14,7,2,0,0,2,22,20.6
76,40,48,40.13141684,WAS,0,1,1,1,47,10,22,1,1,4,4,2,11,13,7,2,0,2,3,25,22
77,40,50,40.13689254,WAS,0,1,9,1,46,10,19,1,1,5,5,3,7,10,3,3,1,1,0,26,25.7
78,40,51,40.13963039,WAS,1,0,-4,1,43,8,17,1,2,4,4,0,10,10,1,2,0,1,2,21,16.2
79,40,53,40.14510609,WAS,0,1,4,1,40,11,26,0,1,3,3,1,1,2,4,2,0,1,2,25,15.2
80,40,54,40.14784394,WAS,1,0,-1,1,30,8,16,0,0,1,2,2,6,8,6,1,1,2,3,17,14.5
81,40,56,40.15331964,WAS,1,0,-14,1,37,9,22,0,3,3,3,1,7,8,1,1,0,2,1,21,11.3
82,40,58,40.15879535,WAS,0,0,-20,1,28,6,15,0,0,3,4,0,4,4,4,0,0,2,0,15,8.5
